N, e1, e2, e3_ab, e3_abc, e_total_ab, e_total_abc
75, 0.00000546606241974596430531921474235, 0.0000258828937272952634370006584573, 0.00782780973572643521884272298509, 0.000275432829696435048021559381453, 0.00785915869187347644658504285829, 0.000306781785843476275763879254653
76, 0.00000529827200299326483540628615414, 0.0000252500138545465699563880840387, 0.00766359647605870048734495258657, 0.000266215209428546633461579605896, 0.00769414476191624032213674695677, 0.000296763495286086468253373976089
77, 0.00000513780035028116304488635841776, 0.0000246408190999211478455017306105, 0.00750469516488920925607384763171, 0.000257411974577511491923897047909, 0.00753447378433941156696423572074, 0.000287190594027713802814285136937
78, 0.00000498423725978641704502850907389, 0.0000240541253037604385437156755775, 0.00735087231332994601768027534478, 0.000248999753800233150449450728342, 0.00737991067589349287326901952943, 0.000278038116363780006038194912994
79, 0.00000483720043989188226771375465223, 0.0000234888219375380523762031764404, 0.00720190740335324529584175805967, 0.000240956758195375797552000791523, 0.00723023342573067523048567499077, 0.000269282780572805732195917722616
80, 0.00000469633328633642489555442801045, 0.0000229438666552610609381504395166, 0.00705759201836293386798476919845, 0.000233262656545993434923578936178, 0.00708523221830453135381847406598, 0.000260902856487590920757283803705
81, 0.00000456130286141052999885784163279, 0.000022418280310585430782052781401, 0.00691772904187047293822526485761, 0.000225898461761398893058217915929, 0.00694470862504246889900617548065, 0.000252878044933394853839128538963
82, 0.00000443179805462389772868924452446, 0.000021911142394644565179161971944, 0.00678213191818507118470016446898, 0.000218846427392892929970174017145, 0.00680847485863433964760801568545, 0.000245189367842161392878025233613
83, 0.00000430752790658512371362825299722, 0.000021421586854426614487900345543, 0.00665062396963781550918449988375, 0.000212089953222880983567056797543, 0.00667635308439882724738602848229, 0.000237819067983892721768585396083
84, 0.00000418822007986316677694607675328, 0.0000209487982558019560699828853758, 0.00652303776540311838796899201153, 0.000205613499036663741921602582692, 0.00654817478373878351081592097365, 0.000230750517372328864768531544821
85, 0.0000040736194623834965034465203247, 0.0000204920082590703097331064326438, 0.00639921453746444513316577753603, 0.000199402505782787393052596403923, 0.006423780165185898939402330489, 0.000223968133504241199289149356892
86, 0.00000396348689048096893096858858786, 0.0000200504923782304818026869607537, 0.00627900363970251294834693100543, 0.000193443323412989072669294708305, 0.00630301761897122439908058655477, 0.000217457302681700523402950257646
87, 0.00000385759798011441243435078113188, 0.0000196235669981292197057069751888, 0.0061622620464691674881791633646, 0.00018772314476794289173012432674, 0.00618574321144741112031922112092, 0.00021120430974618652387018208306
88, 0.00000375574205596854639920013805381, 0.0000192105866262662366812344751898, 0.00604885388735436240022935450369, 0.000182229944941469233365632481827, 0.00607182021603659718330978911694, 0.00020519627362370401644606709507
89, 0.0000036577211692478270671662290662, 0.0000188109413583609561058672319369, 0.00593865001516182416226407849551, 0.000176952425614708943812755069906, 0.00596111867768943294543711195651, 0.000199421088142317726985788530909
90, 0.00000356334919592192553211829264029, 0.0000184240545388583493974586355144, 0.00583152760438521440338866863159, 0.000171879963903930989708198560128, 0.00585351500811999467831824555974, 0.000193867367638711264637775488283
91, 0.00000347245100802919378444698044466, 0.0000180493805993971877706265275287, 0.00572736977772452622629980803197, 0.000167002565311957040068332851986, 0.00574889160933195260785488153994, 0.000188524396919383421623406359959
92, 0.00000338486171139600863126627796578, 0.0000176864030599108982075142563827, 0.00562606525840524560456998694537, 0.000162310820414360784856370569465, 0.00564713652317655251140876747972, 0.000183382085185667691695151103813
93, 0.00000330042594379787814070795374819, 0.0000173346326785023773906659101467, 0.00552750804626326289164349691384, 0.000157795864948252076094134108264, 0.00554814310488556314717487077774, 0.000178430923570552331625507972159
94, 0.00000321899722818271342194003592635, 0.0000169936057375499822517782849869, 0.0054315971157390861057279387854, 0.00015344934300412456607653306752, 0.00545180971870481880140165710632, 0.000173661945969857261750251388433
95, 0.00000314043737610646903024705083532, 0.0000166628824546803314060684113633, 0.00533823613408774785443767647248, 0.000149263373050399837094419504137, 0.00535803945391853465487399193468, 0.000169066692881186637530734966336
96, 0.0000030646159370040740084098410619, 0.0000163420455083001522231074677177, 0.00524733319825781761320163230862, 0.000145230516546350957660318418697, 0.0052667398597031218394331496174, 0.000164637177991655183891835727476
97, 0.00000299140968934087932227958889122, 0.0000160306986683279074847218110673, 0.00515880058902581418987111378347, 0.00014134374892239239690196316839, 0.00517782269738348297667811518343, 0.000160365857280061183708964568349
98, 0.00000292070217006756532678937437919, 0.0000157284655236183799769550169144, 0.00507255454109254872026998632995, 0.000137596432727595171135919440849, 0.00509120370878623466557373072124, 0.000156245600421281116439663832142
99, 0.0000028523832391396888562024670982, 0.0000154349882983403794728738855401, 0.00498851502795683528388464099791, 0.000133982292763001250166637275596, 0.00500680239949431535221371735055, 0.000152269664300481318495713628234
100, 0.00000278634867616627880358582330094, 0.000015149926750258598131710089909, 0.00490660556048075373676420690126, 0.000130495393036111341145509338501, 0.00492454183590717861369950281447, 0.000148431668462536218080805251711
101, 0.00000272249980652404096739151910108, 0.0000148729571444936097644705892183, 0.00482675299815027606743857582256, 0.000127130115387017752576827476507, 0.00484434845510129371817043793088, 0.000144725572338035403308689584827
102, 0.00000266074315451826212798538409067, 0.0000146037712968963561634577142186, 0.0047488873721164966694479633116, 0.000123881139650236275739826948732, 0.00476615188656791128773940640991, 0.000141145654101650894031270047041
103, 0.00000260099012139145103659322374694, 0.0000143420756816816188957556741004, 0.00467294171917676009654306379038, 0.000120743425228522906905073704334, 0.00468988478497983316647541268823, 0.000137686491031595976837422602182
104, 0.00000254315668617880105031897114461, 0.0000140875905984246298876139337438, 0.00459885192592238937770333595666, 0.000117712193965988424991588364802, 0.00461548267320699280864126886155, 0.000134342941250591855929521269691
105, 0.0000024871631275880715609346814643, 0.0000138400493939411748158847046295, 0.00452655658234113711697897464184, 0.000114782914217775069578395986605, 0.00454288379486266636335579402794, 0.000131110126739304315955215372698
106, 0.00000243293376524255394414745567347, 0.0000135991977349487683219442342692, 0.00445599684421849390708532602255, 0.000111951286022548750974845507059, 0.0044720289757186852293514177125, 0.000127983417522740073240937197001
107, 0.00000238039671877126232572851462135, 0.0000133647929277487089344577308972, 0.0043871163037331158206483614191, 0.000109213227292188293750750437071, 0.00440286149337963579190854766462, 0.00012495841693870826501093668259
108, 0.00000232948368336200858757879836772, 0.0000131366032814795945861646664866, 0.00431986086768834198329529922636, 0.000106564860940409688784443693436, 0.00433532695465318358646904269121, 0.00012203094790525129195818715829
109, 0.00000228012972051203784474154622564, 0.000012914407511775349750999067892, 0.00425417864286448303485899811222, 0.000104002502878727701945300345886, 0.00426937318009677042245473872633, 0.000119197040111015089541040960003
110, 0.0000022322730628187052552858966565, 0.0000126979941819177937625872177456, 0.00419001982801564712164431731537, 0.000101522650814200131817444576831, 0.00420495009526038362066219042977, 0.000116452918058936630835317691233
111, 0.00000218585493175041420254773781661, 0.0000124871611788077760695744316561, 0.00412733661207066910529494611663, 0.0000991219737888844211613037712897, 0.0041420096281812272955670682861, 0.000113794989899442611433425940762
112, 0.000002140819367426729983678923827, 0.0000122817152212921601543607048142, 0.00406608307813052400547682494593, 0.0000967973024059182446638474339672, 0.00408050561271924289561486457457, 0.000111219836994637134801887062608
113, 0.00000209711306951714106988118033431, 0.0000120814713985784591039198045411, 0.00400621511288471002615223029931, 0.0000945456196916650982741730140351, 0.00402039369735280562632603128418, 0.00010872420415976069844797399891
114, 0.00000205468524844117227380245232531, 0.0000118862527366465081033565366207, 0.00394769032109672547155078321117, 0.0000923640525474874255016043352238, 0.00396163125908181315192794220011, 0.00010630499053257510587876332417
115, 0.00000201348748611918426119870501991, 0.0000116958897907288119404365214132, 0.0038904679448341588743416968964, 0.0000902498637484633138991012159503, 0.00390417732211100687054333212283, 0.000103959241025311310100736442383
116, 0.00000197347360558386826221206569002, 0.0000115102202620795730089798222075, 0.00383450878714226255370588758163, 0.0000882004444497839586795067260368, 0.00384799248100992599497707946953, 0.000101684138317447399950698613934
117, 0.00000193459954881774182683279586947, 0.0000113290886373881841342660057346, 0.00377977513988136707273799925185, 0.0000862133071646898700785632572619, 0.00379303882806757299869909805345, 0.000099476995350895796039662058866
118, 0.00000189682326223238876455988616775, 0.0000111523458493173265954866512944, 0.00372623071546828082922187641273, 0.0000842860791806528359429385699662, 0.0037392798845798305445819229502, 0.0000973352482922025513029851074283
119, 0.00000186010458925122800952556102145, 0.0000109798489567597959321855857099, 0.00367384058228005291980514058687, 0.0000824164963831136370277576401937, 0.0036866805358260639437468517336, 0.0000952564499291246609694687869251
120, 0.00000182440516949965829684871305454, 0.0000108114608435127311828599105441, 0.00362257110349529216003355474957, 0.0000806023974584655263020371723797, 0.00363520696950830454951326337317, 0.0000932382634714779157817457959783
121, 0.00000178968834414488196527125119721, 0.0000106470499341638986855661362923, 0.0035723898791637519022096020314, 0.0000788417184501512685934097349781, 0.00358482661744206068286043941889, 0.0000912784567284600492442471224676
122, 0.00000175591906696289780851715161936, 0.000010486489926072847790556129273, 0.00352326569130921899977219837579, 0.0000771324876437357560556621005573, 0.00353550810030225474537127165668, 0.0000893748966367715016547353814497
123, 0.00000172306382074237183452587321265, 0.0000103296595364108066072549972506, 0.00347516845188398572768676153469, 0.0000754728207586436741714798865772, 0.00348722117524113890612854240516, 0.0000875255441157968526132607570405
124, 0.00000169109053866461809843423689999, 0.000010176442263297748307714508754, 0.00342806915340542637273710116645, 0.0000738609164259275392902649400453, 0.00343993668620738873914324991211, 0.0000857284492278899056964136856993
125, 0.00000165996853032599459713919892747, 0.0000100267261601436997745556586867, 0.00338193982211652802673126345772, 0.0000722950519329693255276579435015, 0.00339362651680699772110295831534, 0.0000839817466234390198993528011157
126, 0.00000162966841209386264951489822173, 0.00000988040362236459805363412945388, 0.00333675347352271290595359864707, 0.0000707735792174311818920203064875, 0.00334826354555717136665674767475, 0.0000822836512518896425951693341631
127, 0.00000160016204151007181736390543218, 0.00000973737118570129145790236111843, 0.00329248407016700564307170332249, 0.0000692949210940685558953315881667, 0.00330382160339421700634696958904, 0.0000806324543212799191705978547174
128, 0.00000157142245547689655433730577808, 0.00000959752933542405321535197503072, 0.00324910648151460576399606721209, 0.000067857567699212467190875943269, 0.0032602754333055067137657564929, 0.0000790265194901134169605652240778
129, 0.00000154342381197962843059873635033, 0.00000946078232575460919039658439307, 0.003206596445826279810305201788, 0.0000664600731388258362810952236045, 0.00321760065196401404792619710874, 0.0000774642792765600739020905443479
130, 0.00000151614133511776649289524721742, 0.00000932703800888352522806889585264, 0.00316493053390774118258084161728, 0.0000651010523270499315917740783381, 0.00317577371325174247430180576035, 0.0000759442316710512233127382214081
131, 0.00000148955126323308168215675560446, 0.00000919620767300317019840502641961, 0.00312408611462938615857738049102, 0.0000637791780030886428178774020099, 0.00313477187356562241045794227304, 0.0000744649369393248946984391840339
132, 0.00000146363079993788032804277286949, 0.00000906820588881565541139438961483, 0.00308404132211744501127291217188, 0.0000624931779151372135875580560852, 0.00309457315880619854701234933437, 0.0000730250146038907493269952185696
133, 0.0000014383580678606663981246834238, 0.0000089429503640114114973182486748, 0.00304477502452382735272997701908, 0.000061241832160854440127775004195, 0.00305515633295569943062541995118, 0.0000716231405927265180232179362936
134, 0.00000141371206493920208889594999177, 0.00000882036180524763856727481329602, 0.00300626679428772704563047622069, 0.0000600239706746087683708679267719, 0.00301650086815791388628664698398, 0.0000702580445447956090270386900597
135, 0.00000138967262310278206391133533177, 0.00000870036378718697187749974308545, 0.00296849687980743749477933027946, 0.0000588384708524042944526285463007, 0.00297858691621772724872074135787, 0.0000689285072626940483940396247179
136, 0.00000136622036919645049270326826691, 0.00000858288262818554164429668145826, 0.00293144617844584332544737006079, 0.0000576842553060170280323807816041, 0.00294139528144322531758437001052, 0.0000676333583033990201693807313292
137, 0.00000134333668800997691178453446401, 0.00000846784727224635315121529163815, 0.00289509621079772732323756906603, 0.0000565602897384491345224631488269, 0.00290490739475798365330056889214, 0.0000663714736987054645854629749291
138, 0.00000132100368728373499218777299299, 0.00000835518917687873726324843560211, 0.00285942909615138770490591441747, 0.0000554655809333430761890868436631, 0.00286910528901555017716135062607, 0.0000651417737975055484445230522582
139, 0.00000129920416457225966520891135477, 0.00000824484220652767312613676941068, 0.00282442752908112387313000338897, 0.0000543991748514921288119952855471, 0.00283397157545222380592134906973, 0.0000639432212225920616033409663126
140, 0.00000127792157585424934950988945936, 0.00000813674253125820251030028755367, 0.00279007475711094043486717841467, 0.0000533601548280418585168472648682, 0.00279948942121805288672698859168, 0.0000627748189351543103766574418813
141, 0.00000125714000578518289049997540698, 0.00000803082853040006558384897537097, 0.00275635455939335934614225130456, 0.0000523476398644017224707202836892, 0.00276564252792954459461660025534, 0.0000616356084005869709450692344671
142, 0.00000123684413949558241838065777502, 0.00000792704070087620685591477137511, 0.0027232512263505369096527617395, 0.0000513607830092796748917067726278, 0.00273241511119090869892705716865, 0.000060524667849651464166002201778
143, 0.00000121701923584431672591962754515, 0.0000078253215699560339332511942519, 0.00269074954022797286667822792711, 0.0000503987698236179547867956701591, 0.00269979188103377321733739874891, 0.0000594411106294183054459664919562
144, 0.00000119765110204224433123576003234, 0.00000772561561219035808612884802193, 0.00265883475651398853441067838889, 0.0000494608169245473345865525573865, 0.00266775802322822113682804299695, 0.0000583840836387799370039171654407
145, 0.00000117872606956697713497464597744, 0.00000762786917029989390914277887462, 0.00262749258618085417169869890358, 0.0000485461706037920610635721840029, 0.00263629918142072104274281632843, 0.0000573527658436589321076896088549
146, 0.00000116023097129463746325818646106, 0.0000075320303798031277627753556404, 0.00259670917870597572539828494249, 0.0000476541055162503915216736948034, 0.00260540144005707349062431848459, 0.0000563463668673481567477072369049
147, 0.00000114215311977921349100601137209, 0.00000743804909718235669859821454991, 0.00256647110583392001183846027174, 0.0000467839234347477328831048314477, 0.00257505130805088158202806449767, 0.0000553641256517093030727090573698
148, 0.00000112448028661451822389468547392, 0.00000734587683139882062557205302723, 0.00253676534604227648476189227395, 0.0000459349520672125003870783558858, 0.00254523570316028982361135901245, 0.000054405309185225839236545094387
149, 0.00000110720068281785074302464382973, 0.0000072554666785791644303442382538, 0.0025075792696764334368856104041, 0.0000451065439327603679630583758281, 0.00251594193703783045205897928619, 0.0000534692112941573831364272579116
150, 0.00000109030294017826855323387205783, 0.00000716677325970603240570894630198, 0.00247890062472029639477391525607, 0.0000442980752933919076503283234789, 0.00248715770092018069573285807443, 0.0000525551514932762086092711418387
