N,bound,boundtype
78493,0.075356801,lemma_euler5
78494,0.075360697,lemma_euler5
78495,0.075364089,lemma_euler5
78496,0.075367985,lemma_euler5
78497,0.075369637,lemma_euler5
78498,0.075374297,lemma_euler5
78499,0.075375949,lemma_euler5
78500,0.075380064,lemma_euler5
78501,0.075382985,lemma_euler5
78502,0.075386881,lemma_euler5
78503,0.075388533,lemma_euler5
78504,0.075393192,lemma_euler5
78505,0.075395576,lemma_euler5
78506,0.075399472,lemma_euler5
78507,0.075402393,lemma_euler5
78508,0.075406288,lemma_euler5
78509,0.07540794,lemma_euler5
78510,0.075412701,lemma_euler5
78511,0.075414352,lemma_euler5
78512,0.075418247,lemma_euler5
78513,0.075421168,lemma_euler5
78514,0.075425063,lemma_euler5
78515,0.075427447,lemma_euler5
78516,0.075432105,lemma_euler5
78517,0.075433756,lemma_euler5
78518,0.075437651,lemma_euler5
78519,0.075440571,lemma_euler5
78520,0.075444686,lemma_euler5
78521,0.075446336,lemma_euler5
78522,0.075450994,lemma_euler5
78523,0.075452646,lemma_euler5
78524,0.07545654,lemma_euler5
78525,0.075459931,lemma_euler5
78526,0.075463825,lemma_euler5
78527,0.075465475,lemma_euler5
78528,0.075470133,lemma_euler5
78529,0.075471783,lemma_euler5
78530,0.075475897,lemma_euler5
78531,0.075478817,lemma_euler5
78532,0.075482711,lemma_euler5
78533,0.075484362,lemma_euler5
78534,0.075489018,lemma_euler5
78535,0.075491402,lemma_euler5
78536,0.075495295,lemma_euler5
78537,0.075498215,lemma_euler5
78538,0.075502108,lemma_euler5
78539,0.075503759,lemma_euler5
78540,0.075508517,lemma_euler5
78541,0.075510168,lemma_euler5
78542,0.075514061,lemma_euler5
78543,0.075516981,lemma_euler5
78544,0.075520874,lemma_euler5
78545,0.075523257,lemma_euler5
78546,0.075527912,lemma_euler5
78547,0.075529563,lemma_euler5
78548,0.075533455,lemma_euler5
78549,0.075536375,lemma_euler5
78550,0.075540487,lemma_euler5
78551,0.075542137,lemma_euler5
78552,0.075546792,lemma_euler5
78553,0.075548443,lemma_euler5
78554,0.075552335,lemma_euler5
78555,0.075555724,lemma_euler5
78556,0.075559616,lemma_euler5
78557,0.075561266,lemma_euler5
78558,0.075565921,lemma_euler5
78559,0.075567571,lemma_euler5
78560,0.075571683,lemma_euler5
78561,0.075574602,lemma_euler5
78562,0.075578493,lemma_euler5
78563,0.075580144,lemma_euler5
78564,0.075584797,lemma_euler5
78565,0.07558718,lemma_euler5
78566,0.075591071,lemma_euler5
78567,0.075593989,lemma_euler5
78568,0.075597881,lemma_euler5
78569,0.075599531,lemma_euler5
78570,0.075604287,lemma_euler5
78571,0.075605937,lemma_euler5
78572,0.075609828,lemma_euler5
78573,0.075612746,lemma_euler5
78574,0.075616637,lemma_euler5
78575,0.075619019,lemma_euler5
78576,0.075623671,lemma_euler5
78577,0.075625322,lemma_euler5
78578,0.075629212,lemma_euler5
78579,0.075632131,lemma_euler5
78580,0.07563624,lemma_euler5
78581,0.07563789,lemma_euler5
78582,0.075642542,lemma_euler5
78583,0.075644192,lemma_euler5
78584,0.075648083,lemma_euler5
78585,0.07565147,lemma_euler5
78586,0.07565536,lemma_euler5
78587,0.07565701,lemma_euler5
78588,0.075661662,lemma_euler5
78589,0.075663312,lemma_euler5
78590,0.075667421,lemma_euler5
78591,0.075670339,lemma_euler5
78592,0.075674228,lemma_euler5
78593,0.075675878,lemma_euler5
78594,0.075680529,lemma_euler5
78595,0.07568291,lemma_euler5
78596,0.0756868,lemma_euler5
78597,0.075689717,lemma_euler5
78598,0.075693606,lemma_euler5
78599,0.075695256,lemma_euler5
78600,0.075700009,lemma_euler5
78601,0.075701658,lemma_euler5
78602,0.075705547,lemma_euler5
78603,0.075708464,lemma_euler5
78604,0.075712353,lemma_euler5
78605,0.075714733,lemma_euler5
78606,0.075719384,lemma_euler5
78607,0.075721034,lemma_euler5
78608,0.075724922,lemma_euler5
78609,0.075727839,lemma_euler5
78610,0.075731946,lemma_euler5
78611,0.075733596,lemma_euler5
78612,0.075738246,lemma_euler5
78613,0.075739895,lemma_euler5
78614,0.075743783,lemma_euler5
78615,0.075747169,lemma_euler5
78616,0.075751057,lemma_euler5
78617,0.075752707,lemma_euler5
78618,0.075757355,lemma_euler5
78619,0.075759005,lemma_euler5
78620,0.075763112,lemma_euler5
78621,0.075766028,lemma_euler5
78622,0.075769916,lemma_euler5
78623,0.075771565,lemma_euler5
78624,0.075776214,lemma_euler5
78625,0.075778594,lemma_euler5
78626,0.075782481,lemma_euler5
78627,0.075785397,lemma_euler5
78628,0.075789284,lemma_euler5
78629,0.075790933,lemma_euler5
78630,0.075795683,lemma_euler5
78631,0.075797333,lemma_euler5
78632,0.075801219,lemma_euler5
78633,0.075804135,lemma_euler5
78634,0.075808022,lemma_euler5
78635,0.075810401,lemma_euler5
78636,0.075815049,lemma_euler5
78637,0.075816698,lemma_euler5
78638,0.075820584,lemma_euler5
78639,0.0758235,lemma_euler5
78640,0.075827605,lemma_euler5
78641,0.075829254,lemma_euler5
78642,0.075833901,lemma_euler5
78643,0.07583555,lemma_euler5
78644,0.075839436,lemma_euler5
78645,0.075842821,lemma_euler5
78646,0.075846707,lemma_euler5
78647,0.075848355,lemma_euler5
78648,0.075853002,lemma_euler5
78649,0.075854651,lemma_euler5
78650,0.075858756,lemma_euler5
78651,0.07586167,lemma_euler5
78652,0.075865556,lemma_euler5
78653,0.075867204,lemma_euler5
78654,0.075871851,lemma_euler5
78655,0.07587423,lemma_euler5
78656,0.075878115,lemma_euler5
78657,0.07588103,lemma_euler5
78658,0.075884914,lemma_euler5
78659,0.075886563,lemma_euler5
78660,0.075891311,lemma_euler5
78661,0.075892959,lemma_euler5
78662,0.075896844,lemma_euler5
78663,0.075899759,lemma_euler5
78664,0.075903643,lemma_euler5
78665,0.075906022,lemma_euler5
78666,0.075910667,lemma_euler5
78667,0.075912316,lemma_euler5
78668,0.0759162,lemma_euler5
78669,0.075919113,lemma_euler5
78670,0.075923217,lemma_euler5
78671,0.075924865,lemma_euler5
78672,0.07592951,lemma_euler5
78673,0.075931159,lemma_euler5
78674,0.075935042,lemma_euler5
78675,0.075938425,lemma_euler5
78676,0.075942308,lemma_euler5
78677,0.075943957,lemma_euler5
78678,0.075948601,lemma_euler5
78679,0.07595025,lemma_euler5
78680,0.075954352,lemma_euler5
78681,0.075957265,lemma_euler5
78682,0.075961148,lemma_euler5
78683,0.075962797,lemma_euler5
78684,0.07596744,lemma_euler5
78685,0.075969818,lemma_euler5
78686,0.075973702,lemma_euler5
78687,0.075976614,lemma_euler5
78688,0.075980497,lemma_euler5
78689,0.075982146,lemma_euler5
78690,0.075986891,lemma_euler5
78691,0.075988539,lemma_euler5
78692,0.075992421,lemma_euler5
78693,0.075995335,lemma_euler5
78694,0.075999217,lemma_euler5
78695,0.076001595,lemma_euler5
78696,0.076006237,lemma_euler5
78697,0.076007885,lemma_euler5
78698,0.076011768,lemma_euler5
78699,0.07601468,lemma_euler5
78700,0.076018781,lemma_euler5
78701,0.076020429,lemma_euler5
78702,0.076025071,lemma_euler5
78703,0.076026719,lemma_euler5
78704,0.076030601,lemma_euler5
78705,0.076033982,lemma_euler5
78706,0.076037863,lemma_euler5
78707,0.076039511,lemma_euler5
78708,0.076044153,lemma_euler5
78709,0.076045801,lemma_euler5
78710,0.076049901,lemma_euler5
78711,0.076052813,lemma_euler5
78712,0.076056694,lemma_euler5
78713,0.076058342,lemma_euler5
78714,0.076062983,lemma_euler5
78715,0.07606536,lemma_euler5
78716,0.076069241,lemma_euler5
78717,0.076072153,lemma_euler5
78718,0.076076034,lemma_euler5
78719,0.076077681,lemma_euler5
78720,0.076082424,lemma_euler5
78721,0.076084071,lemma_euler5
78722,0.076087952,lemma_euler5
78723,0.076090863,lemma_euler5
78724,0.076094744,lemma_euler5
78725,0.076097121,lemma_euler5
78726,0.076101761,lemma_euler5
78727,0.076103408,lemma_euler5
78728,0.076107288,lemma_euler5
78729,0.0761102,lemma_euler5
78730,0.076114298,lemma_euler5
78731,0.076115946,lemma_euler5
78732,0.076120585,lemma_euler5
78733,0.076122232,lemma_euler5
78734,0.076126113,lemma_euler5
78735,0.076129492,lemma_euler5
78736,0.076133371,lemma_euler5
78737,0.076135019,lemma_euler5
78738,0.076139657,lemma_euler5
78739,0.076141305,lemma_euler5
78740,0.076145403,lemma_euler5
78741,0.076148314,lemma_euler5
78742,0.076152192,lemma_euler5
78743,0.07615384,lemma_euler5
78744,0.076158479,lemma_euler5
78745,0.076160854,lemma_euler5
78746,0.076164733,lemma_euler5
78747,0.076167643,lemma_euler5
78748,0.076171523,lemma_euler5
78749,0.07617317,lemma_euler5
78750,0.07617791,lemma_euler5
78751,0.076179556,lemma_euler5
78752,0.076183435,lemma_euler5
78753,0.076186345,lemma_euler5
78754,0.076190224,lemma_euler5
78755,0.076192599,lemma_euler5
78756,0.076197237,lemma_euler5
78757,0.076198884,lemma_euler5
78758,0.076202762,lemma_euler5
78759,0.076205672,lemma_euler5
78760,0.076209768,lemma_euler5
78761,0.076211415,lemma_euler5
78762,0.076216052,lemma_euler5
78763,0.076217699,lemma_euler5
78764,0.076221576,lemma_euler5
78765,0.076224954,lemma_euler5
78766,0.076228832,lemma_euler5
78767,0.076230478,lemma_euler5
78768,0.076235115,lemma_euler5
78769,0.076236762,lemma_euler5
78770,0.076240857,lemma_euler5
78771,0.076243766,lemma_euler5
78772,0.076247644,lemma_euler5
78773,0.07624929,lemma_euler5
78774,0.076253927,lemma_euler5
78775,0.076256301,lemma_euler5
78776,0.076260178,lemma_euler5
78777,0.076263088,lemma_euler5
78778,0.076266965,lemma_euler5
78779,0.076268611,lemma_euler5
78780,0.076273348,lemma_euler5
78781,0.076274995,lemma_euler5
78782,0.076278871,lemma_euler5
78783,0.07628178,lemma_euler5
78784,0.076285656,lemma_euler5
78785,0.076288031,lemma_euler5
78786,0.076292666,lemma_euler5
78787,0.076294312,lemma_euler5
78788,0.076298188,lemma_euler5
78789,0.076301097,lemma_euler5
78790,0.076305191,lemma_euler5
78791,0.076306837,lemma_euler5
78792,0.076311472,lemma_euler5
78793,0.076313118,lemma_euler5
78794,0.076316994,lemma_euler5
78795,0.076320369,lemma_euler5
78796,0.076324245,lemma_euler5
78797,0.076325891,lemma_euler5
78798,0.076330525,lemma_euler5
78799,0.076332172,lemma_euler5
78800,0.076336265,lemma_euler5
78801,0.076339173,lemma_euler5
78802,0.076343048,lemma_euler5
78803,0.076344694,lemma_euler5
78804,0.076349328,lemma_euler5
78805,0.076351702,lemma_euler5
78806,0.076355576,lemma_euler5
78807,0.076358484,lemma_euler5
78808,0.076362359,lemma_euler5
78809,0.076364005,lemma_euler5
78810,0.076368739,lemma_euler5
78811,0.076370386,lemma_euler5
78812,0.07637426,lemma_euler5
78813,0.076377167,lemma_euler5
78814,0.076381042,lemma_euler5
78815,0.076383415,lemma_euler5
78816,0.076388047,lemma_euler5
78817,0.076389693,lemma_euler5
78818,0.076393567,lemma_euler5
78819,0.076396475,lemma_euler5
78820,0.076400567,lemma_euler5
78821,0.076402213,lemma_euler5
78822,0.076406845,lemma_euler5
78823,0.07640849,lemma_euler5
78824,0.076412364,lemma_euler5
78825,0.076415738,lemma_euler5
78826,0.076419612,lemma_euler5
78827,0.076421257,lemma_euler5
78828,0.076425889,lemma_euler5
78829,0.076427534,lemma_euler5
78830,0.076431626,lemma_euler5
78831,0.076434532,lemma_euler5
78832,0.076438406,lemma_euler5
78833,0.076440051,lemma_euler5
78834,0.076444682,lemma_euler5
78835,0.076447055,lemma_euler5
78836,0.076450928,lemma_euler5
78837,0.076453834,lemma_euler5
78838,0.076457707,lemma_euler5
78839,0.076459352,lemma_euler5
78840,0.076464084,lemma_euler5
78841,0.076465729,lemma_euler5
78842,0.076469602,lemma_euler5
78843,0.076472508,lemma_euler5
78844,0.07647638,lemma_euler5
78845,0.076478752,lemma_euler5
78846,0.076483382,lemma_euler5
78847,0.076485028,lemma_euler5
78848,0.0764889,lemma_euler5
78849,0.076491806,lemma_euler5
78850,0.076495895,lemma_euler5
78851,0.07649754,lemma_euler5
78852,0.07650217,lemma_euler5
78853,0.076503815,lemma_euler5
78854,0.076507687,lemma_euler5
78855,0.076511059,lemma_euler5
78856,0.076514931,lemma_euler5
78857,0.076516576,lemma_euler5
78858,0.076521205,lemma_euler5
78859,0.07652285,lemma_euler5
78860,0.076526939,lemma_euler5
78861,0.076529844,lemma_euler5
78862,0.076533715,lemma_euler5
78863,0.076535361,lemma_euler5
78864,0.076539989,lemma_euler5
78865,0.076542361,lemma_euler5
78866,0.076546232,lemma_euler5
78867,0.076549136,lemma_euler5
78868,0.076553007,lemma_euler5
78869,0.076554652,lemma_euler5
78870,0.076559382,lemma_euler5
78871,0.076561026,lemma_euler5
78872,0.076564897,lemma_euler5
78873,0.076567801,lemma_euler5
78874,0.076571671,lemma_euler5
78875,0.076574043,lemma_euler5
78876,0.076578671,lemma_euler5
78877,0.076580315,lemma_euler5
78878,0.076584185,lemma_euler5
78879,0.076587089,lemma_euler5
78880,0.076591177,lemma_euler5
78881,0.076592822,lemma_euler5
78882,0.076597449,lemma_euler5
78883,0.076599093,lemma_euler5
78884,0.076602963,lemma_euler5
78885,0.076606334,lemma_euler5
78886,0.076610203,lemma_euler5
78887,0.076611848,lemma_euler5
78888,0.076616474,lemma_euler5
78889,0.076618119,lemma_euler5
78890,0.076622206,lemma_euler5
78891,0.07662511,lemma_euler5
78892,0.076628978,lemma_euler5
78893,0.076630623,lemma_euler5
78894,0.076635249,lemma_euler5
78895,0.07663762,lemma_euler5
78896,0.076641489,lemma_euler5
78897,0.076644392,lemma_euler5
78898,0.076648261,lemma_euler5
78899,0.076649905,lemma_euler5
78900,0.076654632,lemma_euler5
78901,0.076656276,lemma_euler5
78902,0.076660145,lemma_euler5
78903,0.076663048,lemma_euler5
78904,0.076666916,lemma_euler5
78905,0.076669286,lemma_euler5
78906,0.076673911,lemma_euler5
78907,0.076675555,lemma_euler5
78908,0.076679424,lemma_euler5
78909,0.076682326,lemma_euler5
78910,0.076686412,lemma_euler5
78911,0.076688056,lemma_euler5
78912,0.076692681,lemma_euler5
78913,0.076694325,lemma_euler5
78914,0.076698193,lemma_euler5
78915,0.076701561,lemma_euler5
78916,0.076705428,lemma_euler5
78917,0.076707072,lemma_euler5
78918,0.076711697,lemma_euler5
78919,0.076713341,lemma_euler5
78920,0.076717426,lemma_euler5
78921,0.076720328,lemma_euler5
78922,0.076724195,lemma_euler5
78923,0.076725838,lemma_euler5
78924,0.076730462,lemma_euler5
78925,0.076732832,lemma_euler5
78926,0.076736699,lemma_euler5
78927,0.076739601,lemma_euler5
78928,0.076743467,lemma_euler5
78929,0.076745111,lemma_euler5
78930,0.076749835,lemma_euler5
78931,0.076751479,lemma_euler5
78932,0.076755345,lemma_euler5
78933,0.076758247,lemma_euler5
78934,0.076762113,lemma_euler5
78935,0.076764483,lemma_euler5
78936,0.076769106,lemma_euler5
78937,0.076770749,lemma_euler5
78938,0.076774615,lemma_euler5
78939,0.076777517,lemma_euler5
78940,0.0767816,lemma_euler5
78941,0.076783243,lemma_euler5
78942,0.076787866,lemma_euler5
78943,0.076789509,lemma_euler5
78944,0.076793374,lemma_euler5
78945,0.076796741,lemma_euler5
78946,0.076800607,lemma_euler5
78947,0.07680225,lemma_euler5
78948,0.076806872,lemma_euler5
78949,0.076808516,lemma_euler5
78950,0.076812598,lemma_euler5
78951,0.076815499,lemma_euler5
78952,0.076819364,lemma_euler5
78953,0.076821007,lemma_euler5
78954,0.076825629,lemma_euler5
78955,0.076827997,lemma_euler5
78956,0.076831862,lemma_euler5
78957,0.076834762,lemma_euler5
78958,0.076838627,lemma_euler5
78959,0.07684027,lemma_euler5
78960,0.076844992,lemma_euler5
78961,0.076846635,lemma_euler5
78962,0.0768505,lemma_euler5
78963,0.0768534,lemma_euler5
78964,0.076857264,lemma_euler5
78965,0.076859632,lemma_euler5
78966,0.076864252,lemma_euler5
78967,0.076865895,lemma_euler5
78968,0.076869759,lemma_euler5
78969,0.076872659,lemma_euler5
78970,0.076876741,lemma_euler5
78971,0.076878384,lemma_euler5
78972,0.076883003,lemma_euler5
78973,0.076884646,lemma_euler5
78974,0.07688851,lemma_euler5
78975,0.076891875,lemma_euler5
78976,0.076895739,lemma_euler5
78977,0.076897381,lemma_euler5
78978,0.076902001,lemma_euler5
78979,0.076903643,lemma_euler5
78980,0.076907724,lemma_euler5
78981,0.076910623,lemma_euler5
78982,0.076914487,lemma_euler5
78983,0.076916129,lemma_euler5
78984,0.076920748,lemma_euler5
78985,0.076923115,lemma_euler5
78986,0.076926978,lemma_euler5
78987,0.076929877,lemma_euler5
78988,0.07693374,lemma_euler5
78989,0.076935382,lemma_euler5
78990,0.076940101,lemma_euler5
78991,0.076941745,lemma_euler5
78992,0.076945607,lemma_euler5
78993,0.076948506,lemma_euler5
78994,0.076952368,lemma_euler5
78995,0.076954735,lemma_euler5
78996,0.076959352,lemma_euler5
78997,0.076960995,lemma_euler5
78998,0.076964857,lemma_euler5
78999,0.076967756,lemma_euler5
79000,0.076971835,lemma_euler5
79001,0.076973477,lemma_euler5
79002,0.076978094,lemma_euler5
79003,0.076979737,lemma_euler5
79004,0.076983598,lemma_euler5
79005,0.076986962,lemma_euler5
79006,0.076990823,lemma_euler5
79007,0.076992466,lemma_euler5
79008,0.076997082,lemma_euler5
79009,0.076998724,lemma_euler5
79010,0.077002803,lemma_euler5
79011,0.077005701,lemma_euler5
79012,0.077009562,lemma_euler5
79013,0.077011204,lemma_euler5
79014,0.077015821,lemma_euler5
79015,0.077018187,lemma_euler5
79016,0.077022047,lemma_euler5
79017,0.077024945,lemma_euler5
79018,0.077028806,lemma_euler5
79019,0.077030448,lemma_euler5
79020,0.077035165,lemma_euler5
79021,0.077036807,lemma_euler5
79022,0.077040667,lemma_euler5
79023,0.077043565,lemma_euler5
79024,0.077047425,lemma_euler5
79025,0.077049791,lemma_euler5
79026,0.077054406,lemma_euler5
79027,0.077056048,lemma_euler5
79028,0.077059908,lemma_euler5
79029,0.077062805,lemma_euler5
79030,0.077066882,lemma_euler5
79031,0.077068524,lemma_euler5
79032,0.077073138,lemma_euler5
79033,0.07707478,lemma_euler5
79034,0.07707864,lemma_euler5
79035,0.077082002,lemma_euler5
79036,0.077085861,lemma_euler5
79037,0.077087503,lemma_euler5
79038,0.077092117,lemma_euler5
79039,0.077093759,lemma_euler5
79040,0.077097835,lemma_euler5
79041,0.077100732,lemma_euler5
79042,0.077104591,lemma_euler5
79043,0.077106232,lemma_euler5
79044,0.077110846,lemma_euler5
79045,0.077113212,lemma_euler5
79046,0.07711707,lemma_euler5
79047,0.077119967,lemma_euler5
79048,0.077123825,lemma_euler5
79049,0.077125467,lemma_euler5
79050,0.077130181,lemma_euler5
79051,0.077131822,lemma_euler5
79052,0.077135681,lemma_euler5
79053,0.077138577,lemma_euler5
79054,0.077142435,lemma_euler5
79055,0.0771448,lemma_euler5
79056,0.077149412,lemma_euler5
79057,0.077151054,lemma_euler5
79058,0.077154912,lemma_euler5
79059,0.077157808,lemma_euler5
79060,0.077161883,lemma_euler5
79061,0.077163524,lemma_euler5
79062,0.077168136,lemma_euler5
79063,0.077169777,lemma_euler5
79064,0.077173635,lemma_euler5
79065,0.077176995,lemma_euler5
79066,0.077180853,lemma_euler5
79067,0.077182493,lemma_euler5
79068,0.077187105,lemma_euler5
79069,0.077188747,lemma_euler5
79070,0.07719282,lemma_euler5
79071,0.077195716,lemma_euler5
79072,0.077199573,lemma_euler5
79073,0.077201214,lemma_euler5
79074,0.077205825,lemma_euler5
79075,0.07720819,lemma_euler5
79076,0.077212046,lemma_euler5
79077,0.077214941,lemma_euler5
79078,0.077218798,lemma_euler5
79079,0.077220438,lemma_euler5
79080,0.07722515,lemma_euler5
79081,0.077226791,lemma_euler5
79082,0.077230648,lemma_euler5
79083,0.077233542,lemma_euler5
79084,0.077237398,lemma_euler5
79085,0.077239762,lemma_euler5
79086,0.077244373,lemma_euler5
79087,0.077246014,lemma_euler5
79088,0.077249869,lemma_euler5
79089,0.077252763,lemma_euler5
79090,0.077256837,lemma_euler5
79091,0.077258477,lemma_euler5
79092,0.077263087,lemma_euler5
79093,0.077264728,lemma_euler5
79094,0.077268583,lemma_euler5
79095,0.077271941,lemma_euler5
79096,0.077275797,lemma_euler5
79097,0.077277438,lemma_euler5
79098,0.077282047,lemma_euler5
79099,0.077283687,lemma_euler5
79100,0.077287759,lemma_euler5
79101,0.077290653,lemma_euler5
79102,0.077294508,lemma_euler5
79103,0.077296149,lemma_euler5
79104,0.077300757,lemma_euler5
79105,0.077303121,lemma_euler5
79106,0.077306976,lemma_euler5
79107,0.077309869,lemma_euler5
79108,0.077313724,lemma_euler5
79109,0.077315364,lemma_euler5
79110,0.077320073,lemma_euler5
79111,0.077321713,lemma_euler5
79112,0.077325567,lemma_euler5
79113,0.077328461,lemma_euler5
79114,0.077332315,lemma_euler5
79115,0.077334678,lemma_euler5
79116,0.077339286,lemma_euler5
79117,0.077340926,lemma_euler5
79118,0.07734478,lemma_euler5
79119,0.077347673,lemma_euler5
79120,0.077351743,lemma_euler5
79121,0.077353384,lemma_euler5
79122,0.077357991,lemma_euler5
79123,0.077359631,lemma_euler5
79124,0.077363484,lemma_euler5
79125,0.077366841,lemma_euler5
79126,0.077370695,lemma_euler5
79127,0.077372335,lemma_euler5
79128,0.077376941,lemma_euler5
79129,0.077378582,lemma_euler5
79130,0.077382651,lemma_euler5
79131,0.077385543,lemma_euler5
79132,0.077389397,lemma_euler5
79133,0.077391037,lemma_euler5
79134,0.077395643,lemma_euler5
79135,0.077398005,lemma_euler5
79136,0.077401858,lemma_euler5
79137,0.07740475,lemma_euler5
79138,0.077408602,lemma_euler5
79139,0.077410243,lemma_euler5
79140,0.077414949,lemma_euler5
79141,0.077416589,lemma_euler5
79142,0.077420441,lemma_euler5
79143,0.077423333,lemma_euler5
79144,0.077427185,lemma_euler5
79145,0.077429547,lemma_euler5
79146,0.077434152,lemma_euler5
79147,0.077435792,lemma_euler5
79148,0.077439644,lemma_euler5
79149,0.077442535,lemma_euler5
79150,0.077446604,lemma_euler5
79151,0.077448244,lemma_euler5
79152,0.077452848,lemma_euler5
79153,0.077454488,lemma_euler5
79154,0.07745834,lemma_euler5
79155,0.077461694,lemma_euler5
79156,0.077465546,lemma_euler5
79157,0.077467186,lemma_euler5
79158,0.07747179,lemma_euler5
79159,0.077473429,lemma_euler5
79160,0.077477497,lemma_euler5
79161,0.077480388,lemma_euler5
79162,0.077484239,lemma_euler5
79163,0.077485878,lemma_euler5
79164,0.077490482,lemma_euler5
79165,0.077492843,lemma_euler5
79166,0.077496694,lemma_euler5
79167,0.077499584,lemma_euler5
79168,0.077503435,lemma_euler5
79169,0.077505075,lemma_euler5
79170,0.077509778,lemma_euler5
79171,0.077511417,lemma_euler5
79172,0.077515268,lemma_euler5
79173,0.077518159,lemma_euler5
79174,0.077522009,lemma_euler5
79175,0.07752437,lemma_euler5
79176,0.077528972,lemma_euler5
79177,0.077530611,lemma_euler5
79178,0.077534461,lemma_euler5
79179,0.077537352,lemma_euler5
79180,0.077541418,lemma_euler5
79181,0.077543057,lemma_euler5
79182,0.077547659,lemma_euler5
79183,0.077549298,lemma_euler5
79184,0.077553148,lemma_euler5
79185,0.077556501,lemma_euler5
79186,0.07756035,lemma_euler5
79187,0.07756199,lemma_euler5
79188,0.077566591,lemma_euler5
79189,0.07756823,lemma_euler5
79190,0.077572295,lemma_euler5
79191,0.077575185,lemma_euler5
79192,0.077579034,lemma_euler5
79193,0.077580673,lemma_euler5
79194,0.077585274,lemma_euler5
79195,0.077587634,lemma_euler5
79196,0.077591483,lemma_euler5
79197,0.077594372,lemma_euler5
79198,0.077598221,lemma_euler5
79199,0.07759986,lemma_euler5
79200,0.077604561,lemma_euler5
79201,0.0776062,lemma_euler5
79202,0.077610048,lemma_euler5
79203,0.077612937,lemma_euler5
79204,0.077616786,lemma_euler5
79205,0.077619146,lemma_euler5
79206,0.077623745,lemma_euler5
79207,0.077625384,lemma_euler5
79208,0.077629232,lemma_euler5
79209,0.077632121,lemma_euler5
79210,0.077636185,lemma_euler5
79211,0.077637823,lemma_euler5
79212,0.077642423,lemma_euler5
79213,0.077644062,lemma_euler5
79214,0.077647909,lemma_euler5
79215,0.077651261,lemma_euler5
79216,0.077655108,lemma_euler5
79217,0.077656747,lemma_euler5
79218,0.077661346,lemma_euler5
79219,0.077662985,lemma_euler5
79220,0.077667048,lemma_euler5
79221,0.077669936,lemma_euler5
79222,0.077673783,lemma_euler5
79223,0.077675422,lemma_euler5
79224,0.07768002,lemma_euler5
79225,0.077682379,lemma_euler5
79226,0.077686226,lemma_euler5
79227,0.077689114,lemma_euler5
79228,0.07769296,lemma_euler5
79229,0.077694599,lemma_euler5
79230,0.077699297,lemma_euler5
79231,0.077700936,lemma_euler5
79232,0.077704782,lemma_euler5
79233,0.07770767,lemma_euler5
79234,0.077711516,lemma_euler5
79235,0.077713875,lemma_euler5
79236,0.077718472,lemma_euler5
79237,0.07772011,lemma_euler5
79238,0.077723956,lemma_euler5
79239,0.077726844,lemma_euler5
79240,0.077730906,lemma_euler5
79241,0.077732544,lemma_euler5
79242,0.077737141,lemma_euler5
79243,0.077738779,lemma_euler5
79244,0.077742625,lemma_euler5
79245,0.077745974,lemma_euler5
79246,0.07774982,lemma_euler5
79247,0.077751458,lemma_euler5
79248,0.077756054,lemma_euler5
79249,0.077757692,lemma_euler5
79250,0.077761753,lemma_euler5
79251,0.07776464,lemma_euler5
79252,0.077768485,lemma_euler5
79253,0.077770123,lemma_euler5
79254,0.077774719,lemma_euler5
79255,0.077777077,lemma_euler5
79256,0.077780922,lemma_euler5
79257,0.077783809,lemma_euler5
79258,0.077787653,lemma_euler5
79259,0.077789291,lemma_euler5
79260,0.077793987,lemma_euler5
79261,0.077795625,lemma_euler5
79262,0.077799469,lemma_euler5
79263,0.077802356,lemma_euler5
79264,0.0778062,lemma_euler5
79265,0.077808558,lemma_euler5
79266,0.077813153,lemma_euler5
79267,0.07781479,lemma_euler5
79268,0.077818634,lemma_euler5
79269,0.07782152,lemma_euler5
79270,0.07782558,lemma_euler5
79271,0.077827217,lemma_euler5
79272,0.077831812,lemma_euler5
79273,0.077833449,lemma_euler5
79274,0.077837293,lemma_euler5
79275,0.077840642,lemma_euler5
79276,0.077844485,lemma_euler5
79277,0.077846122,lemma_euler5
79278,0.077850716,lemma_euler5
79279,0.077852353,lemma_euler5
79280,0.077856412,lemma_euler5
79281,0.077859298,lemma_euler5
79282,0.077863141,lemma_euler5
79283,0.077864779,lemma_euler5
79284,0.077869372,lemma_euler5
79285,0.077871729,lemma_euler5
79286,0.077875572,lemma_euler5
79287,0.077878457,lemma_euler5
79288,0.0778823,lemma_euler5
79289,0.077883937,lemma_euler5
79290,0.07788863,lemma_euler5
79291,0.077890267,lemma_euler5
79292,0.07789411,lemma_euler5
79293,0.077896995,lemma_euler5
79294,0.077900837,lemma_euler5
79295,0.077903194,lemma_euler5
79296,0.077907787,lemma_euler5
79297,0.077909423,lemma_euler5
79298,0.077913265,lemma_euler5
79299,0.07791615,lemma_euler5
79300,0.077920208,lemma_euler5
79301,0.077921845,lemma_euler5
79302,0.077926437,lemma_euler5
79303,0.077928074,lemma_euler5
79304,0.077931915,lemma_euler5
79305,0.077935262,lemma_euler5
79306,0.077939103,lemma_euler5
79307,0.07794074,lemma_euler5
79308,0.077945332,lemma_euler5
79309,0.077946969,lemma_euler5
79310,0.077951025,lemma_euler5
79311,0.077953909,lemma_euler5
79312,0.077957751,lemma_euler5
79313,0.077959387,lemma_euler5
79314,0.077963978,lemma_euler5
