N,bound,boundtype
71078,0.050102667,lemma_euler5
71079,0.050105978,lemma_euler5
71080,0.050110703,lemma_euler5
71081,0.050112502,lemma_euler5
71082,0.050117869,lemma_euler5
71083,0.050119667,lemma_euler5
71084,0.05012413,lemma_euler5
71085,0.050128,lemma_euler5
71086,0.050132463,lemma_euler5
71087,0.050134261,lemma_euler5
71088,0.050139627,lemma_euler5
71089,0.050141426,lemma_euler5
71090,0.05014615,lemma_euler5
71091,0.05014946,lemma_euler5
71092,0.050153922,lemma_euler5
71093,0.05015572,lemma_euler5
71094,0.050161086,lemma_euler5
71095,0.05016376,lemma_euler5
71096,0.050168222,lemma_euler5
71097,0.050171532,lemma_euler5
71098,0.050175994,lemma_euler5
71099,0.050177792,lemma_euler5
71100,0.050183278,lemma_euler5
71101,0.050185075,lemma_euler5
71102,0.050189537,lemma_euler5
71103,0.050192847,lemma_euler5
71104,0.050197309,lemma_euler5
71105,0.050199982,lemma_euler5
71106,0.050205346,lemma_euler5
71107,0.050207144,lemma_euler5
71108,0.050211605,lemma_euler5
71109,0.050214914,lemma_euler5
71110,0.050219637,lemma_euler5
71111,0.050221434,lemma_euler5
71112,0.050226798,lemma_euler5
71113,0.050228596,lemma_euler5
71114,0.050233057,lemma_euler5
71115,0.050236924,lemma_euler5
71116,0.050241384,lemma_euler5
71117,0.050243182,lemma_euler5
71118,0.050248545,lemma_euler5
71119,0.050250343,lemma_euler5
71120,0.050255064,lemma_euler5
71121,0.050258373,lemma_euler5
71122,0.050262833,lemma_euler5
71123,0.05026463,lemma_euler5
71124,0.050269993,lemma_euler5
71125,0.050272665,lemma_euler5
71126,0.050277125,lemma_euler5
71127,0.050280433,lemma_euler5
71128,0.050284892,lemma_euler5
71129,0.05028669,lemma_euler5
71130,0.050292172,lemma_euler5
71131,0.050293969,lemma_euler5
71132,0.050298428,lemma_euler5
71133,0.050301736,lemma_euler5
71134,0.050306195,lemma_euler5
71135,0.050308867,lemma_euler5
71136,0.050314228,lemma_euler5
71137,0.050316025,lemma_euler5
71138,0.050320484,lemma_euler5
71139,0.050323792,lemma_euler5
71140,0.050328511,lemma_euler5
71141,0.050330308,lemma_euler5
71142,0.050335668,lemma_euler5
71143,0.050337465,lemma_euler5
71144,0.050341924,lemma_euler5
71145,0.050345789,lemma_euler5
71146,0.050350247,lemma_euler5
71147,0.050352044,lemma_euler5
71148,0.050357404,lemma_euler5
71149,0.050359201,lemma_euler5
71150,0.050363919,lemma_euler5
71151,0.050367226,lemma_euler5
71152,0.050371684,lemma_euler5
71153,0.05037348,lemma_euler5
71154,0.05037884,lemma_euler5
71155,0.050381511,lemma_euler5
71156,0.050385968,lemma_euler5
71157,0.050389274,lemma_euler5
71158,0.050393732,lemma_euler5
71159,0.050395528,lemma_euler5
71160,0.050401007,lemma_euler5
71161,0.050402804,lemma_euler5
71162,0.05040726,lemma_euler5
71163,0.050410566,lemma_euler5
71164,0.050415023,lemma_euler5
71165,0.050417694,lemma_euler5
71166,0.050423051,lemma_euler5
71167,0.050424848,lemma_euler5
71168,0.050429304,lemma_euler5
71169,0.05043261,lemma_euler5
71170,0.050437326,lemma_euler5
71171,0.050439123,lemma_euler5
71172,0.05044448,lemma_euler5
71173,0.050446277,lemma_euler5
71174,0.050450732,lemma_euler5
71175,0.050454596,lemma_euler5
71176,0.050459051,lemma_euler5
71177,0.050460847,lemma_euler5
71178,0.050466203,lemma_euler5
71179,0.050468,lemma_euler5
71180,0.050472716,lemma_euler5
71181,0.050476021,lemma_euler5
71182,0.050480476,lemma_euler5
71183,0.050482272,lemma_euler5
71184,0.050487628,lemma_euler5
71185,0.050490298,lemma_euler5
71186,0.050494752,lemma_euler5
71187,0.050498057,lemma_euler5
71188,0.050502511,lemma_euler5
71189,0.050504307,lemma_euler5
71190,0.050509783,lemma_euler5
71191,0.050511579,lemma_euler5
71192,0.050516033,lemma_euler5
71193,0.050519337,lemma_euler5
71194,0.050523792,lemma_euler5
71195,0.050526461,lemma_euler5
71196,0.050531815,lemma_euler5
71197,0.050533612,lemma_euler5
71198,0.050538065,lemma_euler5
71199,0.050541369,lemma_euler5
71200,0.050546083,lemma_euler5
71201,0.050547879,lemma_euler5
71202,0.050553232,lemma_euler5
71203,0.050555029,lemma_euler5
71204,0.050559482,lemma_euler5
71205,0.050563342,lemma_euler5
71206,0.050567796,lemma_euler5
71207,0.050569591,lemma_euler5
71208,0.050574944,lemma_euler5
71209,0.05057674,lemma_euler5
71210,0.050581454,lemma_euler5
71211,0.050584757,lemma_euler5
71212,0.050589209,lemma_euler5
71213,0.050591005,lemma_euler5
71214,0.050596357,lemma_euler5
71215,0.050599026,lemma_euler5
71216,0.050603478,lemma_euler5
71217,0.050606781,lemma_euler5
71218,0.050611233,lemma_euler5
71219,0.050613028,lemma_euler5
71220,0.050618501,lemma_euler5
71221,0.050620296,lemma_euler5
71222,0.050624748,lemma_euler5
71223,0.05062805,lemma_euler5
71224,0.050632501,lemma_euler5
71225,0.05063517,lemma_euler5
71226,0.050640521,lemma_euler5
71227,0.050642316,lemma_euler5
71228,0.050646767,lemma_euler5
71229,0.050650069,lemma_euler5
71230,0.050654781,lemma_euler5
71231,0.050656576,lemma_euler5
71232,0.050661927,lemma_euler5
71233,0.050663722,lemma_euler5
71234,0.050668172,lemma_euler5
71235,0.050672031,lemma_euler5
71236,0.050676482,lemma_euler5
71237,0.050678277,lemma_euler5
71238,0.050683626,lemma_euler5
71239,0.050685421,lemma_euler5
71240,0.050690132,lemma_euler5
71241,0.050693433,lemma_euler5
71242,0.050697883,lemma_euler5
71243,0.050699678,lemma_euler5
71244,0.050705028,lemma_euler5
71245,0.050707695,lemma_euler5
71246,0.050712145,lemma_euler5
71247,0.050715446,lemma_euler5
71248,0.050719895,lemma_euler5
71249,0.05072169,lemma_euler5
71250,0.050727159,lemma_euler5
71251,0.050728953,lemma_euler5
71252,0.050733402,lemma_euler5
71253,0.050736703,lemma_euler5
71254,0.050741152,lemma_euler5
71255,0.050743819,lemma_euler5
71256,0.050749167,lemma_euler5
71257,0.050750962,lemma_euler5
71258,0.05075541,lemma_euler5
71259,0.050758711,lemma_euler5
71260,0.050763419,lemma_euler5
71261,0.050765214,lemma_euler5
71262,0.050770561,lemma_euler5
71263,0.050772356,lemma_euler5
71264,0.050776804,lemma_euler5
71265,0.050780661,lemma_euler5
71266,0.050785109,lemma_euler5
71267,0.050786903,lemma_euler5
71268,0.05079225,lemma_euler5
71269,0.050794044,lemma_euler5
71270,0.050798752,lemma_euler5
71271,0.050802051,lemma_euler5
71272,0.050806498,lemma_euler5
71273,0.050808293,lemma_euler5
71274,0.050813639,lemma_euler5
71275,0.050816305,lemma_euler5
71276,0.050820753,lemma_euler5
71277,0.050824051,lemma_euler5
71278,0.050828498,lemma_euler5
71279,0.050830293,lemma_euler5
71280,0.050835758,lemma_euler5
71281,0.050837552,lemma_euler5
71282,0.050841999,lemma_euler5
71283,0.050845298,lemma_euler5
71284,0.050849744,lemma_euler5
71285,0.05085241,lemma_euler5
71286,0.050857755,lemma_euler5
71287,0.050859549,lemma_euler5
71288,0.050863995,lemma_euler5
71289,0.050867293,lemma_euler5
71290,0.050871999,lemma_euler5
71291,0.050873793,lemma_euler5
71292,0.050879137,lemma_euler5
71293,0.050880931,lemma_euler5
71294,0.050885377,lemma_euler5
71295,0.050889232,lemma_euler5
71296,0.050893677,lemma_euler5
71297,0.05089547,lemma_euler5
71298,0.050900814,lemma_euler5
71299,0.050902608,lemma_euler5
71300,0.050907313,lemma_euler5
71301,0.05091061,lemma_euler5
71302,0.050915055,lemma_euler5
71303,0.050916849,lemma_euler5
71304,0.050922192,lemma_euler5
71305,0.050924857,lemma_euler5
71306,0.050929301,lemma_euler5
71307,0.050932599,lemma_euler5
71308,0.050937043,lemma_euler5
71309,0.050938837,lemma_euler5
71310,0.050944299,lemma_euler5
71311,0.050946093,lemma_euler5
71312,0.050950537,lemma_euler5
71313,0.050953834,lemma_euler5
71314,0.050958278,lemma_euler5
71315,0.050960942,lemma_euler5
71316,0.050966283,lemma_euler5
71317,0.050968077,lemma_euler5
71318,0.050972521,lemma_euler5
71319,0.050975817,lemma_euler5
71320,0.05098052,lemma_euler5
71321,0.050982314,lemma_euler5
71322,0.050987655,lemma_euler5
71323,0.050989448,lemma_euler5
71324,0.050993891,lemma_euler5
71325,0.050997743,lemma_euler5
71326,0.051002186,lemma_euler5
71327,0.051003979,lemma_euler5
71328,0.05100932,lemma_euler5
71329,0.051011113,lemma_euler5
71330,0.051015815,lemma_euler5
71331,0.051019111,lemma_euler5
71332,0.051023553,lemma_euler5
71333,0.051025347,lemma_euler5
71334,0.051030686,lemma_euler5
71335,0.05103335,lemma_euler5
71336,0.051037792,lemma_euler5
71337,0.051041088,lemma_euler5
71338,0.051045529,lemma_euler5
71339,0.051047322,lemma_euler5
71340,0.051052781,lemma_euler5
71341,0.051054574,lemma_euler5
71342,0.051059015,lemma_euler5
71343,0.051062311,lemma_euler5
71344,0.051066752,lemma_euler5
71345,0.051069415,lemma_euler5
71346,0.051074754,lemma_euler5
71347,0.051076546,lemma_euler5
71348,0.051080987,lemma_euler5
71349,0.051084283,lemma_euler5
71350,0.051088983,lemma_euler5
71351,0.051090776,lemma_euler5
71352,0.051096113,lemma_euler5
71353,0.051097906,lemma_euler5
71354,0.051102347,lemma_euler5
71355,0.051106197,lemma_euler5
71356,0.051110637,lemma_euler5
71357,0.051112429,lemma_euler5
71358,0.051117767,lemma_euler5
71359,0.051119559,lemma_euler5
71360,0.051124259,lemma_euler5
71361,0.051127553,lemma_euler5
71362,0.051131993,lemma_euler5
71363,0.051133785,lemma_euler5
71364,0.051139122,lemma_euler5
71365,0.051141784,lemma_euler5
71366,0.051146223,lemma_euler5
71367,0.051149518,lemma_euler5
71368,0.051153957,lemma_euler5
71369,0.051155749,lemma_euler5
71370,0.051161205,lemma_euler5
71371,0.051162997,lemma_euler5
71372,0.051167436,lemma_euler5
71373,0.05117073,lemma_euler5
71374,0.051175168,lemma_euler5
71375,0.05117783,lemma_euler5
71376,0.051183165,lemma_euler5
71377,0.051184958,lemma_euler5
71378,0.051189396,lemma_euler5
71379,0.051192689,lemma_euler5
71380,0.051197387,lemma_euler5
71381,0.051199179,lemma_euler5
71382,0.051204513,lemma_euler5
71383,0.051206306,lemma_euler5
71384,0.051210743,lemma_euler5
71385,0.051214592,lemma_euler5
71386,0.051219029,lemma_euler5
71387,0.051220821,lemma_euler5
71388,0.051226155,lemma_euler5
71389,0.051227947,lemma_euler5
71390,0.051232644,lemma_euler5
71391,0.051235936,lemma_euler5
71392,0.051240373,lemma_euler5
71393,0.051242166,lemma_euler5
71394,0.051247499,lemma_euler5
71395,0.05125016,lemma_euler5
71396,0.051254597,lemma_euler5
71397,0.051257889,lemma_euler5
71398,0.051262325,lemma_euler5
71399,0.051264117,lemma_euler5
71400,0.05126957,lemma_euler5
71401,0.051271361,lemma_euler5
71402,0.051275798,lemma_euler5
71403,0.05127909,lemma_euler5
71404,0.051283525,lemma_euler5
71405,0.051286186,lemma_euler5
71406,0.051291518,lemma_euler5
71407,0.05129331,lemma_euler5
71408,0.051297746,lemma_euler5
71409,0.051301037,lemma_euler5
71410,0.051305732,lemma_euler5
71411,0.051307523,lemma_euler5
71412,0.051312855,lemma_euler5
71413,0.051314646,lemma_euler5
71414,0.051319082,lemma_euler5
71415,0.051322927,lemma_euler5
71416,0.051327363,lemma_euler5
71417,0.051329154,lemma_euler5
71418,0.051334485,lemma_euler5
71419,0.051336276,lemma_euler5
71420,0.05134097,lemma_euler5
71421,0.051344261,lemma_euler5
71422,0.051348696,lemma_euler5
71423,0.051350487,lemma_euler5
71424,0.051355817,lemma_euler5
71425,0.051358477,lemma_euler5
71426,0.051362911,lemma_euler5
71427,0.051366202,lemma_euler5
71428,0.051370636,lemma_euler5
71429,0.051372427,lemma_euler5
71430,0.051377876,lemma_euler5
71431,0.051379667,lemma_euler5
71432,0.0513841,lemma_euler5
71433,0.051387391,lemma_euler5
71434,0.051391825,lemma_euler5
71435,0.051394484,lemma_euler5
71436,0.051399812,lemma_euler5
71437,0.051401604,lemma_euler5
71438,0.051406037,lemma_euler5
71439,0.051409327,lemma_euler5
71440,0.051414019,lemma_euler5
71441,0.051415809,lemma_euler5
71442,0.051421138,lemma_euler5
71443,0.051422929,lemma_euler5
71444,0.051427362,lemma_euler5
71445,0.051431205,lemma_euler5
71446,0.051435638,lemma_euler5
71447,0.051437428,lemma_euler5
71448,0.051442756,lemma_euler5
71449,0.051444547,lemma_euler5
71450,0.051449238,lemma_euler5
71451,0.051452528,lemma_euler5
71452,0.051456959,lemma_euler5
71453,0.05145875,lemma_euler5
71454,0.051464077,lemma_euler5
71455,0.051466735,lemma_euler5
71456,0.051471167,lemma_euler5
71457,0.051474456,lemma_euler5
71458,0.051478888,lemma_euler5
71459,0.051480678,lemma_euler5
71460,0.051486124,lemma_euler5
71461,0.051487914,lemma_euler5
71462,0.051492345,lemma_euler5
71463,0.051495634,lemma_euler5
71464,0.051500065,lemma_euler5
71465,0.051502723,lemma_euler5
71466,0.051508049,lemma_euler5
71467,0.051509839,lemma_euler5
71468,0.05151427,lemma_euler5
71469,0.051517558,lemma_euler5
71470,0.051522247,lemma_euler5
71471,0.051524038,lemma_euler5
71472,0.051529363,lemma_euler5
71473,0.051531153,lemma_euler5
71474,0.051535583,lemma_euler5
71475,0.051539424,lemma_euler5
71476,0.051543855,lemma_euler5
71477,0.051545645,lemma_euler5
71478,0.051550969,lemma_euler5
71479,0.051552759,lemma_euler5
71480,0.051557448,lemma_euler5
71481,0.051560735,lemma_euler5
71482,0.051565165,lemma_euler5
71483,0.051566954,lemma_euler5
71484,0.051572278,lemma_euler5
71485,0.051574936,lemma_euler5
71486,0.051579364,lemma_euler5
71487,0.051582652,lemma_euler5
71488,0.051587081,lemma_euler5
71489,0.051588871,lemma_euler5
71490,0.051594313,lemma_euler5
71491,0.051596103,lemma_euler5
71492,0.051600532,lemma_euler5
71493,0.051603819,lemma_euler5
71494,0.051608247,lemma_euler5
71495,0.051610904,lemma_euler5
71496,0.051616227,lemma_euler5
71497,0.051618016,lemma_euler5
71498,0.051622444,lemma_euler5
71499,0.05162573,lemma_euler5
71500,0.051630417,lemma_euler5
71501,0.051632207,lemma_euler5
71502,0.051637528,lemma_euler5
71503,0.051639318,lemma_euler5
71504,0.051643746,lemma_euler5
71505,0.051647585,lemma_euler5
71506,0.051652013,lemma_euler5
71507,0.051653802,lemma_euler5
71508,0.051659123,lemma_euler5
71509,0.051660913,lemma_euler5
71510,0.051665599,lemma_euler5
71511,0.051668884,lemma_euler5
71512,0.051673311,lemma_euler5
71513,0.051675101,lemma_euler5
71514,0.051680421,lemma_euler5
71515,0.051683077,lemma_euler5
71516,0.051687504,lemma_euler5
71517,0.051690789,lemma_euler5
71518,0.051695216,lemma_euler5
71519,0.051697005,lemma_euler5
71520,0.051702445,lemma_euler5
71521,0.051704234,lemma_euler5
71522,0.051708659,lemma_euler5
71523,0.051711944,lemma_euler5
71524,0.051716371,lemma_euler5
71525,0.051719026,lemma_euler5
71526,0.051724346,lemma_euler5
71527,0.051726134,lemma_euler5
71528,0.05173056,lemma_euler5
71529,0.051733845,lemma_euler5
71530,0.051738529,lemma_euler5
71531,0.051740317,lemma_euler5
71532,0.051745637,lemma_euler5
71533,0.051747425,lemma_euler5
71534,0.05175185,lemma_euler5
71535,0.051755688,lemma_euler5
71536,0.051760113,lemma_euler5
71537,0.051761901,lemma_euler5
71538,0.05176722,lemma_euler5
71539,0.051769009,lemma_euler5
71540,0.051773691,lemma_euler5
71541,0.051776975,lemma_euler5
71542,0.0517814,lemma_euler5
71543,0.051783188,lemma_euler5
71544,0.051788506,lemma_euler5
71545,0.051791161,lemma_euler5
71546,0.051795585,lemma_euler5
71547,0.051798868,lemma_euler5
71548,0.051803292,lemma_euler5
71549,0.051805081,lemma_euler5
71550,0.051810517,lemma_euler5
71551,0.051812305,lemma_euler5
71552,0.051816729,lemma_euler5
71553,0.051820013,lemma_euler5
71554,0.051824436,lemma_euler5
71555,0.05182709,lemma_euler5
71556,0.051832407,lemma_euler5
71557,0.051834195,lemma_euler5
71558,0.051838618,lemma_euler5
71559,0.051841901,lemma_euler5
71560,0.051846582,lemma_euler5
71561,0.05184837,lemma_euler5
71562,0.051853686,lemma_euler5
71563,0.051855475,lemma_euler5
71564,0.051859897,lemma_euler5
71565,0.051863732,lemma_euler5
71566,0.051868154,lemma_euler5
71567,0.051869943,lemma_euler5
71568,0.051875258,lemma_euler5
71569,0.051877046,lemma_euler5
71570,0.051881726,lemma_euler5
71571,0.051885008,lemma_euler5
71572,0.05188943,lemma_euler5
71573,0.051891218,lemma_euler5
71574,0.051896533,lemma_euler5
71575,0.051899186,lemma_euler5
71576,0.051903608,lemma_euler5
71577,0.051906889,lemma_euler5
71578,0.051911311,lemma_euler5
71579,0.051913099,lemma_euler5
71580,0.051918531,lemma_euler5
71581,0.051920319,lemma_euler5
71582,0.05192474,lemma_euler5
71583,0.051928022,lemma_euler5
71584,0.051932443,lemma_euler5
71585,0.051935096,lemma_euler5
71586,0.051940409,lemma_euler5
71587,0.051942197,lemma_euler5
71588,0.051946617,lemma_euler5
71589,0.051949898,lemma_euler5
71590,0.051954577,lemma_euler5
71591,0.051956364,lemma_euler5
71592,0.051961677,lemma_euler5
71593,0.051963465,lemma_euler5
71594,0.051967885,lemma_euler5
71595,0.051971718,lemma_euler5
71596,0.051976138,lemma_euler5
71597,0.051977925,lemma_euler5
71598,0.051983237,lemma_euler5
71599,0.051985025,lemma_euler5
71600,0.051989702,lemma_euler5
71601,0.051992983,lemma_euler5
71602,0.051997402,lemma_euler5
71603,0.05199919,lemma_euler5
71604,0.052004501,lemma_euler5
71605,0.052007153,lemma_euler5
71606,0.052011572,lemma_euler5
71607,0.052014852,lemma_euler5
71608,0.052019271,lemma_euler5
71609,0.052021059,lemma_euler5
71610,0.052026488,lemma_euler5
71611,0.052028275,lemma_euler5
71612,0.052032694,lemma_euler5
71613,0.052035974,lemma_euler5
71614,0.052040392,lemma_euler5
71615,0.052043043,lemma_euler5
71616,0.052048353,lemma_euler5
71617,0.052050141,lemma_euler5
71618,0.052054558,lemma_euler5
71619,0.052057838,lemma_euler5
71620,0.052062514,lemma_euler5
71621,0.052064301,lemma_euler5
71622,0.05206961,lemma_euler5
71623,0.052071397,lemma_euler5
71624,0.052075815,lemma_euler5
71625,0.052079646,lemma_euler5
71626,0.052084063,lemma_euler5
71627,0.05208585,lemma_euler5
71628,0.052091159,lemma_euler5
71629,0.052092946,lemma_euler5
71630,0.05209762,lemma_euler5
71631,0.0521009,lemma_euler5
71632,0.052105316,lemma_euler5
71633,0.052107103,lemma_euler5
71634,0.052112411,lemma_euler5
71635,0.052115062,lemma_euler5
71636,0.052119478,lemma_euler5
71637,0.052122757,lemma_euler5
71638,0.052127173,lemma_euler5
71639,0.05212896,lemma_euler5
71640,0.052134386,lemma_euler5
71641,0.052136173,lemma_euler5
71642,0.052140589,lemma_euler5
71643,0.052143867,lemma_euler5
71644,0.052148283,lemma_euler5
71645,0.052150933,lemma_euler5
71646,0.05215624,lemma_euler5
71647,0.052158026,lemma_euler5
71648,0.052162442,lemma_euler5
71649,0.05216572,lemma_euler5
71650,0.052170392,lemma_euler5
71651,0.052172179,lemma_euler5
71652,0.052177485,lemma_euler5
71653,0.052179271,lemma_euler5
71654,0.052183687,lemma_euler5
71655,0.052187515,lemma_euler5
71656,0.05219193,lemma_euler5
71657,0.052193716,lemma_euler5
71658,0.052199022,lemma_euler5
71659,0.052200809,lemma_euler5
71660,0.05220548,lemma_euler5
71661,0.052208758,lemma_euler5
71662,0.052213172,lemma_euler5
71663,0.052214958,lemma_euler5
71664,0.052220263,lemma_euler5
71665,0.052222912,lemma_euler5
71666,0.052227326,lemma_euler5
71667,0.052230603,lemma_euler5
71668,0.052235017,lemma_euler5
71669,0.052236803,lemma_euler5
71670,0.052242226,lemma_euler5
71671,0.052244012,lemma_euler5
71672,0.052248426,lemma_euler5
71673,0.052251702,lemma_euler5
71674,0.052256116,lemma_euler5
71675,0.052258764,lemma_euler5
71676,0.052264068,lemma_euler5
71677,0.052265854,lemma_euler5
71678,0.052270267,lemma_euler5
71679,0.052273543,lemma_euler5
71680,0.052278213,lemma_euler5
71681,0.052279999,lemma_euler5
71682,0.052285302,lemma_euler5
71683,0.052287088,lemma_euler5
71684,0.0522915,lemma_euler5
71685,0.052295327,lemma_euler5
71686,0.052299739,lemma_euler5
71687,0.052301525,lemma_euler5
71688,0.052306827,lemma_euler5
71689,0.052308613,lemma_euler5
71690,0.052313282,lemma_euler5
71691,0.052316558,lemma_euler5
71692,0.05232097,lemma_euler5
71693,0.052322755,lemma_euler5
71694,0.052328057,lemma_euler5
71695,0.052330705,lemma_euler5
71696,0.052335116,lemma_euler5
71697,0.052338391,lemma_euler5
71698,0.052342803,lemma_euler5
71699,0.052344588,lemma_euler5
71700,0.052350008,lemma_euler5
71701,0.052351793,lemma_euler5
71702,0.052356204,lemma_euler5
71703,0.052359479,lemma_euler5
71704,0.05236389,lemma_euler5
71705,0.052366537,lemma_euler5
71706,0.052371838,lemma_euler5
71707,0.052373623,lemma_euler5
71708,0.052378034,lemma_euler5
71709,0.052381308,lemma_euler5
71710,0.052385976,lemma_euler5
71711,0.052387761,lemma_euler5
71712,0.052393061,lemma_euler5
71713,0.052394846,lemma_euler5
71714,0.052399256,lemma_euler5
71715,0.052403081,lemma_euler5
71716,0.05240749,lemma_euler5
71717,0.052409275,lemma_euler5
71718,0.052414575,lemma_euler5
71719,0.052416359,lemma_euler5
71720,0.052421026,lemma_euler5
71721,0.0524243,lemma_euler5
71722,0.052428709,lemma_euler5
71723,0.052430494,lemma_euler5
71724,0.052435793,lemma_euler5
71725,0.05243844,lemma_euler5
71726,0.052442849,lemma_euler5
71727,0.052446122,lemma_euler5
71728,0.05245053,lemma_euler5
71729,0.052452315,lemma_euler5
71730,0.052457732,lemma_euler5
71731,0.052459517,lemma_euler5
71732,0.052463925,lemma_euler5
71733,0.052467198,lemma_euler5
71734,0.052471607,lemma_euler5
71735,0.052474253,lemma_euler5
71736,0.05247955,lemma_euler5
71737,0.052481335,lemma_euler5
71738,0.052485743,lemma_euler5
71739,0.052489016,lemma_euler5
71740,0.05249368,lemma_euler5
71741,0.052495465,lemma_euler5
71742,0.052500762,lemma_euler5
71743,0.052502546,lemma_euler5
71744,0.052506954,lemma_euler5
71745,0.052510776,lemma_euler5
71746,0.052515183,lemma_euler5
71747,0.052516968,lemma_euler5
71748,0.052522264,lemma_euler5
71749,0.052524048,lemma_euler5
71750,0.052528712,lemma_euler5
71751,0.052531984,lemma_euler5
71752,0.052536391,lemma_euler5
71753,0.052538175,lemma_euler5
71754,0.052543471,lemma_euler5
71755,0.052546116,lemma_euler5
71756,0.052550523,lemma_euler5
71757,0.052553794,lemma_euler5
71758,0.0525582,lemma_euler5
71759,0.052559985,lemma_euler5
71760,0.052565398,lemma_euler5
71761,0.052567182,lemma_euler5
71762,0.052571588,lemma_euler5
71763,0.05257486,lemma_euler5
71764,0.052579265,lemma_euler5
71765,0.05258191,lemma_euler5
71766,0.052587204,lemma_euler5
71767,0.052588989,lemma_euler5
71768,0.052593394,lemma_euler5
71769,0.052596665,lemma_euler5
71770,0.052601327,lemma_euler5
71771,0.052603111,lemma_euler5
71772,0.052608405,lemma_euler5
71773,0.052610188,lemma_euler5
71774,0.052614594,lemma_euler5
71775,0.052618413,lemma_euler5
71776,0.052622818,lemma_euler5
71777,0.052624602,lemma_euler5
71778,0.052629895,lemma_euler5
71779,0.052631679,lemma_euler5
71780,0.05263634,lemma_euler5
71781,0.052639611,lemma_euler5
71782,0.052644015,lemma_euler5
71783,0.052645798,lemma_euler5
71784,0.052651091,lemma_euler5
71785,0.052653735,lemma_euler5
71786,0.052658139,lemma_euler5
71787,0.052661409,lemma_euler5
71788,0.052665812,lemma_euler5
71789,0.052667596,lemma_euler5
71790,0.052673006,lemma_euler5
71791,0.05267479,lemma_euler5
71792,0.052679193,lemma_euler5
71793,0.052682463,lemma_euler5
71794,0.052686866,lemma_euler5
71795,0.05268951,lemma_euler5
71796,0.052694801,lemma_euler5
71797,0.052696584,lemma_euler5
71798,0.052700987,lemma_euler5
71799,0.052704256,lemma_euler5
71800,0.052708916,lemma_euler5
71801,0.052710699,lemma_euler5
71802,0.052715989,lemma_euler5
71803,0.052717773,lemma_euler5
71804,0.052722175,lemma_euler5
71805,0.052725994,lemma_euler5
71806,0.052730395,lemma_euler5
71807,0.052732179,lemma_euler5
71808,0.052737469,lemma_euler5
71809,0.052739252,lemma_euler5
71810,0.05274391,lemma_euler5
71811,0.052747179,lemma_euler5
71812,0.052751581,lemma_euler5
71813,0.052753364,lemma_euler5
71814,0.052758653,lemma_euler5
71815,0.052761296,lemma_euler5
71816,0.052765697,lemma_euler5
71817,0.052768965,lemma_euler5
71818,0.052773366,lemma_euler5
71819,0.05277515,lemma_euler5
71820,0.052780557,lemma_euler5
71821,0.052782339,lemma_euler5
71822,0.052786741,lemma_euler5
71823,0.052790008,lemma_euler5
71824,0.052794409,lemma_euler5
71825,0.052797052,lemma_euler5
71826,0.052802339,lemma_euler5
71827,0.052804122,lemma_euler5
71828,0.052808522,lemma_euler5
71829,0.05281179,lemma_euler5
71830,0.052816447,lemma_euler5
71831,0.05281823,lemma_euler5
71832,0.052823517,lemma_euler5
71833,0.052825299,lemma_euler5
71834,0.052829699,lemma_euler5
71835,0.052833515,lemma_euler5
71836,0.052837915,lemma_euler5
71837,0.052839697,lemma_euler5
71838,0.052844984,lemma_euler5
71839,0.052846767,lemma_euler5
71840,0.052851423,lemma_euler5
71841,0.052854689,lemma_euler5
71842,0.052859089,lemma_euler5
71843,0.052860871,lemma_euler5
71844,0.052866157,lemma_euler5
71845,0.052868799,lemma_euler5
71846,0.052873198,lemma_euler5
71847,0.052876464,lemma_euler5
71848,0.052880863,lemma_euler5
71849,0.052882645,lemma_euler5
71850,0.052888049,lemma_euler5
71851,0.052889831,lemma_euler5
71852,0.05289423,lemma_euler5
71853,0.052897496,lemma_euler5
71854,0.052901894,lemma_euler5
71855,0.052904536,lemma_euler5
71856,0.05290982,lemma_euler5
71857,0.052911602,lemma_euler5
71858,0.052916,lemma_euler5
71859,0.052919266,lemma_euler5
71860,0.05292392,lemma_euler5
71861,0.052925702,lemma_euler5
71862,0.052930986,lemma_euler5
71863,0.052932768,lemma_euler5
71864,0.052937165,lemma_euler5
71865,0.05294098,lemma_euler5
71866,0.052945377,lemma_euler5
71867,0.052947159,lemma_euler5
71868,0.052952442,lemma_euler5
71869,0.052954224,lemma_euler5
71870,0.052958877,lemma_euler5
71871,0.052962143,lemma_euler5
71872,0.052966539,lemma_euler5
71873,0.052968321,lemma_euler5
71874,0.052973604,lemma_euler5
71875,0.052976245,lemma_euler5
71876,0.052980641,lemma_euler5
71877,0.052983905,lemma_euler5
71878,0.052988301,lemma_euler5
71879,0.052990083,lemma_euler5
71880,0.052995484,lemma_euler5
71881,0.052997266,lemma_euler5
71882,0.053001661,lemma_euler5
71883,0.053004926,lemma_euler5
71884,0.053009321,lemma_euler5
71885,0.053011962,lemma_euler5
71886,0.053017243,lemma_euler5
71887,0.053019025,lemma_euler5
71888,0.05302342,lemma_euler5
71889,0.053026684,lemma_euler5
71890,0.053031336,lemma_euler5
71891,0.053033117,lemma_euler5
71892,0.053038398,lemma_euler5
71893,0.053040179,lemma_euler5
71894,0.053044574,lemma_euler5
71895,0.053048386,lemma_euler5
71896,0.053052781,lemma_euler5
71897,0.053054562,lemma_euler5
71898,0.053059842,lemma_euler5
71899,0.053061624,lemma_euler5
71900,0.053066274,lemma_euler5
